chromosome	IDs	expression
chr6	chr6_45601230	intergenic
chr6	chr6_45602110	intergenic
chr6	chr6_45602909	intergenic
chr6	chr6_45605001	intergenic
chr6	chr6_45605693	intergenic
chr6	U6.1146	NA
chr6	chr6_45626893	intergenic
chr6	chr6_45629781	intergenic
chr6	chr6_45632218	intergenic
chr6	chr6_45632408	intergenic
chr6	chr6_45641374	intergenic
chr6	chr6_45655121	intergenic
chr6	chr6_45664954	intergenic
chr6	chr6_45671527	intergenic
chr6	chr6_45672345	intergenic
chr6	chr6_45673513	intergenic
chr6	chr6_45675925	intergenic
chr6	chr6_45678872	intergenic
chr6	chr6_45685606	intergenic
chr6	chr6_45692676	intergenic
chr6	chr6_45693499	intergenic
chr6	chr6_45702875	intergenic
chr6	chr6_45714527	intergenic
chr6	chr6_45718215	intergenic
chr6	chr6_45747590	intergenic
chr6	chr6_45788203	intergenic
chr6	chr6_45789894	intergenic
chr6	chr6_45790599	intergenic
chr6	chr6_45817939	intergenic
chr6	chr6_45847659	intergenic
chr6	chr6_45857959	intergenic
chr6	chr6_45862536	intergenic
chr6	chr6_45863001	intergenic
chr6	chr6_45864421	intergenic
chr6	chr6_45865431	intergenic
chr6	chr6_45877272	intergenic
chr6	chr6_45883270	intergenic
chr6	chr6_45884776	intergenic
chr6	chr6_45889457	intergenic
chr6	chr6_45893496	intergenic
chr6	chr6_45894615	intergenic
chr6	chr6_45895376	intergenic
chr6	chr6_45895800	intergenic
chr6	chr6_45896034	intergenic
chr6	chr6_45898243	intergenic
chr6	chr6_45903691	intergenic
chr6	chr6_45917420	intergenic
chr6	chr6_45928046	intergenic
chr6	chr6_45929308	intergenic
chr6	chr6_45931385	intergenic
chr6	chr6_45933509	intergenic
chr6	chr6_45933903	intergenic
chr6	chr6_45935464	intergenic
chr6	chr6_45936103	intergenic
chr6	chr6_45945029	intergenic
chr6	chr6_45946116	intergenic
chr6	chr6_45950046	intergenic
chr6	chr6_45959470	intergenic
chr6	chr6_45962534	intergenic
chr6	chr6_45966278	intergenic
chr6	chr6_45975488	intergenic
chr6	chr6_45978989	intergenic
chr6	chr6_45981875	intergenic
chr6	U6.737	NA
chr6	chr6_45990673	intergenic
chr6	chr6_45995147	intergenic
chr6	chr6_46002451	intergenic
chr6	chr6_46008992	intergenic
chr6	chr6_46014655	intergenic
chr6	chr6_46026216	intergenic
chr6	chr6_46026804	intergenic
chr6	chr6_46026878	intergenic
chr6	chr6_46028500	intergenic
chr6	chr6_46031586	intergenic
chr6	chr6_46033192	intergenic
chr6	chr6_46034242	intergenic
chr6	chr6_46037622	intergenic
chr6	chr6_46039223	intergenic
chr6	chr6_46047063	intergenic
chr6	CLIC5	stable
chr6	chr6_46048186	intergenic
chr6	chr6_46049134	intergenic
chr6	chr6_46052270	intergenic
chr6	chr6_46055170	intergenic
chr6	chr6_46060770	intergenic
chr6	chr6_46061726	intergenic
chr6	chr6_46065726	intergenic
chr6	chr6_46066257	intergenic
chr6	chr6_46066672	intergenic
chr6	chr6_46076502	intergenic
chr6	chr6_46080410	intergenic
chr6	chr6_46084272	intergenic
chr6	chr6_46090959	intergenic
chr6	chr6_46093576	intergenic
chr6	ENPP4	stable
chr6	chr6_46105147	intergenic
chr6	chr6_46106922	intergenic
chr6	chr6_46111830	intergenic
chr6	chr6_46113264	intergenic
chr6	chr6_46114120	intergenic
chr6	chr6_46126850	intergenic
chr6	chr6_46130772	intergenic
chr6	ENPP5	stable
chr6	chr6_46141477	intergenic
chr6	chr6_46149437	intergenic
chr6	chr6_46149657	intergenic
chr6	chr6_46149780	intergenic
chr6	chr6_46153342	intergenic
chr6	chr6_46156445	intergenic
chr6	chr6_46158901	intergenic
chr6	chr6_46160953	intergenic
chr6	chr6_46166158	intergenic
chr6	chr6_46169616	intergenic
chr6	chr6_46170860	intergenic
chr6	chr6_46173963	intergenic
chr6	chr6_46175647	intergenic
chr6	chr6_46178621	intergenic
chr6	chr6_46179110	intergenic
chr6	chr6_46182416	intergenic
chr6	chr6_46197875	intergenic
chr6	chr6_46202024	intergenic
chr6	chr6_46203122	intergenic
chr6	chr6_46210995	intergenic
chr6	chr6_46214251	intergenic
chr6	chr6_46214478	intergenic
chr6	chr6_46218778	intergenic
chr6	chr6_46224587	intergenic
chr6	chr6_46227110	intergenic
chr6	chr6_46232053	intergenic
chr6	chr6_46233784	intergenic
chr6	chr6_46234244	intergenic
chr6	chr6_46236507	intergenic
chr6	chr6_46236699	intergenic
chr6	chr6_46239988	intergenic
chr6	chr6_46241874	intergenic
chr6	chr6_46246770	intergenic
chr6	chr6_46247851	intergenic
chr6	chr6_46252361	intergenic
chr6	chr6_46255846	intergenic
chr6	chr6_46258874	intergenic
chr6	chr6_46261197	intergenic
chr6	chr6_46263218	intergenic
chr6	chr6_46265758	intergenic
chr6	chr6_46267635	intergenic
chr6	chr6_46269304	intergenic
chr6	chr6_46272326	intergenic
chr6	chr6_46278497	intergenic
chr6	chr6_46279416	intergenic
chr6	chr6_46283028	intergenic
chr6	chr6_46287000	intergenic
chr6	chr6_46289187	intergenic
chr6	chr6_46290568	intergenic
chr6	chr6_46294571	intergenic
chr6	chr6_46301461	intergenic
chr6	chr6_46302901	intergenic
chr6	chr6_46307994	intergenic
chr6	chr6_46309231	intergenic
chr6	chr6_46314985	intergenic
chr6	chr6_46336784	intergenic
chr6	chr6_46340119	intergenic
chr6	chr6_46343245	intergenic
chr6	chr6_46346091	intergenic
chr6	chr6_46346777	intergenic
chr6	chr6_46347682	intergenic
chr6	chr6_46352878	intergenic
chr6	chr6_46356957	intergenic
chr6	chr6_46359814	intergenic
chr6	chr6_46360652	intergenic
chr6	chr6_46361543	intergenic
chr6	chr6_46362150	intergenic
chr6	chr6_46363742	intergenic
chr6	chr6_46364035	intergenic
chr6	chr6_46373059	intergenic
chr6	chr6_46382192	intergenic
chr6	chr6_46392041	intergenic
chr6	chr6_46397953	intergenic
chr6	chr6_46399915	intergenic
chr6	chr6_46401513	intergenic
chr6	chr6_46406522	intergenic
chr6	chr6_46413645	intergenic
chr6	chr6_46427164	intergenic
chr6	chr6_46431013	intergenic
chr6	chr6_46431413	intergenic
chr6	chr6_46433860	intergenic
chr6	chr6_46434653	intergenic
chr6	chr6_46440727	intergenic
chr6	chr6_46443827	intergenic
chr6	chr6_46452152	intergenic
chr6	RCAN2	up
chr6	chr6_46469472	intergenic
chr6	chr6_46476347	intergenic
chr6	chr6_46484616	intergenic
chr6	chr6_46486617	intergenic
chr6	chr6_46490598	intergenic
chr6	chr6_46494273	intergenic
chr6	chr6_46494755	intergenic
chr6	chr6_46496017	intergenic
chr6	chr6_46507414	intergenic
chr6	chr6_46517130	intergenic
chr6	chr6_46524444	intergenic
chr6	chr6_46527706	intergenic
chr6	chr6_46529020	intergenic
chr6	chr6_46529441	intergenic
chr6	chr6_46530958	intergenic
chr6	chr6_46534852	intergenic
chr6	chr6_46536227	intergenic
chr6	chr6_46537527	intergenic
chr6	chr6_46538246	intergenic
chr6	chr6_46540051	intergenic
chr6	chr6_46540877	intergenic
chr6	chr6_46548262	intergenic
chr6	chr6_46551075	intergenic
chr6	chr6_46554184	intergenic
chr6	chr6_46554950	intergenic
chr6	chr6_46555267	intergenic
chr6	chr6_46557375	intergenic
chr6	chr6_46558053	intergenic
chr6	chr6_46562568	intergenic
chr6	chr6_46563717	intergenic
chr6	chr6_46569952	intergenic
chr6	chr6_46572870	intergenic
chr6	chr6_46573928	intergenic
chr6	chr6_46574784	intergenic
chr6	chr6_46577462	intergenic
chr6	chr6_46578020	intergenic
chr6	chr6_46579820	intergenic
chr6	chr6_46579995	intergenic
chr6	chr6_46583396	intergenic
chr6	chr6_46587874	intergenic
chr6	chr6_46590566	intergenic
chr6	chr6_46592540	intergenic
chr6	chr6_46597956	intergenic
chr6	chr6_46598442	intergenic
chr6	chr6_46605527	intergenic
chr6	chr6_46605955	intergenic
chr6	chr6_46606647	intergenic
chr6	chr6_46618182	intergenic
chr6	CYP39A1	NA
chr6	chr6_46621293	intergenic
chr6	chr6_46632442	intergenic
chr6	chr6_46633357	intergenic
chr6	chr6_46637762	intergenic
chr6	chr6_46642062	intergenic
chr6	chr6_46643312	intergenic
chr6	chr6_46643854	intergenic
chr6	chr6_46651947	intergenic
chr6	chr6_46654403	intergenic
chr6	TDRD6	stable
chr6	chr6_46658028	intergenic
chr6	chr6_46658577	intergenic
chr6	chr6_46670384	intergenic
chr6	chr6_46672110	intergenic
chr6	chr6_46672918	intergenic
chr6	chr6_46674125	intergenic
chr6	chr6_46675682	intergenic
chr6	chr6_46677664	intergenic
chr6	chr6_46677968	intergenic
chr6	chr6_46684792	intergenic
chr6	PLA2G7	stable
chr6	chr6_46704416	intergenic
chr6	chr6_46707645	intergenic
chr6	chr6_46708700	intergenic
chr6	ANKRD66	NA
chr6	chr6_46715004	intergenic
chr6	chr6_46719717	intergenic
chr6	chr6_46733491	intergenic
chr6	chr6_46736716	intergenic
chr6	chr6_46739551	intergenic
chr6	chr6_46741109	intergenic
chr6	chr6_46744167	intergenic
chr6	chr6_46744279	intergenic
chr6	chr6_46753620	intergenic
chr6	chr6_46755090	intergenic
chr6	chr6_46756476	intergenic
chr6	MEP1A	NA
chr6	chr6_46762109	intergenic
chr6	chr6_46769345	intergenic
chr6	chr6_46781546	intergenic
chr6	chr6_46781966	intergenic
chr6	chr6_46786239	intergenic
chr6	chr6_46787682	intergenic
chr6	chr6_46788789	intergenic
chr6	chr6_46789713	intergenic
chr6	chr6_46789907	intergenic
chr6	chr6_46793980	intergenic
chr6	chr6_46795418	intergenic
chr6	chr6_46796122	intergenic
chr6	chr6_46824503	intergenic
chr6	chr6_46830231	intergenic
chr6	chr6_46830610	intergenic
chr6	chr6_46831119	intergenic
chr6	chr6_46833028	intergenic
chr6	chr6_46834972	intergenic
chr6	chr6_46836253	intergenic
chr6	chr6_46837715	intergenic
chr6	chr6_46844095	intergenic
chr6	chr6_46845631	intergenic
chr6	chr6_46848181	intergenic
chr6	chr6_46854729	intergenic
chr6	chr6_46857579	intergenic
chr6	chr6_46859018	intergenic
chr6	chr6_46863044	intergenic
chr6	chr6_46863616	intergenic
chr6	chr6_46871121	intergenic
chr6	chr6_46871923	intergenic
chr6	chr6_46872964	intergenic
chr6	chr6_46877377	intergenic
chr6	chr6_46878300	intergenic
chr6	chr6_46879581	intergenic
chr6	chr6_46882963	intergenic
chr6	chr6_46889503	intergenic
chr6	chr6_46894030	intergenic
chr6	chr6_46895591	intergenic
chr6	chr6_46895619	intergenic
chr6	chr6_46903589	intergenic
chr6	chr6_46907061	intergenic
chr6	chr6_46911315	intergenic
chr6	chr6_46915873	intergenic
chr6	GPR116	NA
chr6	chr6_46924793	intergenic
chr6	chr6_46930343	intergenic
chr6	chr6_46938996	intergenic
chr6	chr6_46940653	intergenic
chr6	chr6_46945984	intergenic
chr6	chr6_46946390	intergenic
chr6	chr6_46949858	intergenic
chr6	chr6_46950525	intergenic
chr6	chr6_46957213	intergenic
chr6	chr6_46957616	intergenic
chr6	chr6_46963739	intergenic
chr6	chr6_46965272	intergenic
chr6	chr6_46965596	intergenic
chr6	chr6_46974479	intergenic
chr6	chr6_46974800	intergenic
chr6	chr6_46975611	intergenic
chr6	chr6_46978226	intergenic
chr6	chr6_46979497	intergenic
chr6	chr6_46984911	intergenic
chr6	chr6_46988524	intergenic
chr6	chr6_46990109	intergenic
chr6	chr6_46992971	intergenic
chr6	chr6_46994049	intergenic
chr6	chr6_46996063	intergenic
chr6	chr6_47006437	intergenic
chr6	GPR110	NA
chr6	chr6_47011516	intergenic
chr6	chr6_47014704	intergenic
chr6	chr6_47020026	intergenic
chr6	chr6_47027932	intergenic
chr6	chr6_47034181	intergenic
chr6	chr6_47034382	intergenic
chr6	chr6_47037829	intergenic
chr6	chr6_47044216	intergenic
chr6	chr6_47044514	intergenic
chr6	chr6_47046328	intergenic
chr6	chr6_47047421	intergenic
chr6	chr6_47054785	intergenic
chr6	chr6_47065768	intergenic
chr6	chr6_47066300	intergenic
chr6	chr6_47066719	intergenic
chr6	chr6_47071717	intergenic
chr6	chr6_47073154	intergenic
chr6	chr6_47080420	intergenic
chr6	chr6_47086527	intergenic
chr6	chr6_47095325	intergenic
chr6	chr6_47102488	intergenic
chr6	chr6_47104392	intergenic
chr6	chr6_47105725	intergenic
chr6	chr6_47123054	intergenic
chr6	chr6_47124407	intergenic
chr6	chr6_47126601	intergenic
chr6	chr6_47128149	intergenic
chr6	chr6_47128672	intergenic
chr6	chr6_47149336	intergenic
chr6	chr6_47153965	intergenic
chr6	chr6_47193306	intergenic
chr6	chr6_47196400	intergenic
chr6	chr6_47202071	intergenic
chr6	chr6_47204145	intergenic
chr6	chr6_47210710	intergenic
chr6	chr6_47214384	intergenic
chr6	chr6_47216939	intergenic
chr6	chr6_47221303	intergenic
chr6	chr6_47232772	intergenic
chr6	chr6_47241040	intergenic
chr6	chr6_47244330	intergenic
chr6	chr6_47245581	intergenic
chr6	chr6_47245891	intergenic
chr6	chr6_47249604	intergenic
chr6	chr6_47263449	intergenic
chr6	chr6_47269477	intergenic
chr6	chr6_47273793	intergenic
chr6	chr6_47274414	intergenic
chr6	TNFRSF21	up
chr6	chr6_47288818	intergenic
chr6	chr6_47291671	intergenic
chr6	chr6_47293835	intergenic
chr6	chr6_47299360	intergenic
chr6	chr6_47304801	intergenic
chr6	chr6_47307151	intergenic
chr6	chr6_47310636	intergenic
chr6	chr6_47311843	intergenic
chr6	chr6_47315388	intergenic
chr6	chr6_47321947	intergenic
chr6	chr6_47331182	intergenic
chr6	chr6_47334981	intergenic
chr6	chr6_47339209	intergenic
chr6	chr6_47345419	intergenic
chr6	chr6_47348509	intergenic
chr6	chr6_47348853	intergenic
chr6	chr6_47357546	intergenic
chr6	chr6_47359345	intergenic
chr6	chr6_47362666	intergenic
chr6	chr6_47364077	intergenic
chr6	chr6_47365163	intergenic
chr6	chr6_47365763	intergenic
chr6	chr6_47366494	intergenic
chr6	chr6_47367145	intergenic
chr6	chr6_47375262	intergenic
chr6	chr6_47380828	intergenic
chr6	chr6_47382623	intergenic
chr6	chr6_47387090	intergenic
chr6	chr6_47397532	intergenic
chr6	chr6_47402212	intergenic
chr6	chr6_47417874	intergenic
chr6	chr6_47418037	intergenic
chr6	chr6_47426411	intergenic
chr6	chr6_47427866	intergenic
chr6	chr6_47431196	intergenic
chr6	chr6_47437183	intergenic
chr6	CD2AP	stable
chr6	chr6_47446510	intergenic
chr6	chr6_47451341	intergenic
chr6	chr6_47453153	intergenic
chr6	chr6_47458691	intergenic
chr6	chr6_47459514	intergenic
chr6	chr6_47461545	intergenic
chr6	chr6_47463482	intergenic
chr6	chr6_47478490	intergenic
chr6	chr6_47479535	intergenic
chr6	chr6_47484941	intergenic
chr6	chr6_47488059	intergenic
chr6	chr6_47495704	intergenic
chr6	chr6_47503791	intergenic
chr6	chr6_47526428	intergenic
chr6	chr6_47530308	intergenic
chr6	chr6_47531201	intergenic
chr6	chr6_47534008	intergenic
chr6	chr6_47539608	intergenic
chr6	chr6_47542226	intergenic
chr6	chr6_47543076	intergenic
chr6	chr6_47544355	intergenic
chr6	chr6_47547229	intergenic
chr6	chr6_47547856	intergenic
chr6	chr6_47549303	intergenic
chr6	chr6_47551963	intergenic
chr6	chr6_47554269	intergenic
chr6	chr6_47558043	intergenic
chr6	chr6_47563315	intergenic
chr6	chr6_47567656	intergenic
chr6	chr6_47570141	intergenic
chr6	chr6_47581478	intergenic
chr6	chr6_47592953	intergenic
chr6	chr6_47594342	intergenic
chr6	chr6_47595662	intergenic
chr6	chr6_47598568	intergenic
chr6	chr6_47613080	intergenic
chr6	GPR111	NA
chr6	chr6_47625053	intergenic
chr6	chr6_47627565	intergenic
chr6	chr6_47633159	intergenic
chr6	chr6_47634935	intergenic
chr6	chr6_47641083	intergenic
chr6	chr6_47647513	intergenic
chr6	chr6_47651251	intergenic
chr6	GPR115	NA
chr6	chr6_47654319	intergenic
chr6	chr6_47654855	intergenic
chr6	chr6_47658342	intergenic
chr6	chr6_47659943	intergenic
chr6	chr6_47669382	intergenic
chr6	chr6_47670689	intergenic
chr6	chr6_47671028	intergenic
chr6	chr6_47676086	intergenic
chr6	chr6_47676826	intergenic
chr6	chr6_47677729	intergenic
chr6	chr6_47677878	intergenic
chr6	chr6_47681196	intergenic
chr6	chr6_47682224	intergenic
chr6	chr6_47690676	intergenic
chr6	chr6_47691446	intergenic
chr6	chr6_47692489	intergenic
chr6	chr6_47695011	intergenic
chr6	chr6_47697572	intergenic
chr6	chr6_47699536	intergenic
chr6	chr6_47700161	intergenic
chr6	chr6_47702172	intergenic
chr6	chr6_47719879	intergenic
chr6	chr6_47725827	intergenic
chr6	chr6_47725985	intergenic
chr6	chr6_47727968	intergenic
chr6	chr6_47731709	intergenic
chr6	chr6_47732811	intergenic
chr6	chr6_47739553	intergenic
chr6	chr6_47741361	intergenic
chr6	chr6_47744596	intergenic
chr6	chr6_47745921	intergenic
chr6	OPN5	NA
chr6	chr6_47749936	intergenic
chr6	chr6_47754714	intergenic
chr6	chr6_47755390	intergenic
chr6	chr6_47759978	intergenic
chr6	chr6_47763782	intergenic
chr6	chr6_47764234	intergenic
chr6	chr6_47764983	intergenic
chr6	chr6_47765654	intergenic
chr6	chr6_47772815	intergenic
chr6	chr6_47772948	intergenic
chr6	chr6_47780330	intergenic
chr6	chr6_47788790	intergenic
chr6	U1.18	NA
chr6	chr6_47800099	intergenic
chr6	chr6_47808253	intergenic
chr6	chr6_47811174	intergenic
chr6	chr6_47827238	intergenic
chr6	chr6_47831086	intergenic
chr6	chr6_47836779	intergenic
chr6	chr6_47838001	intergenic
chr6	chr6_47838512	intergenic
chr6	chr6_47842330	intergenic
chr6	chr6_47851815	intergenic
chr6	chr6_47852560	intergenic
chr6	chr6_47854182	intergenic
chr6	chr6_47854259	intergenic
chr6	chr6_47892992	intergenic
chr6	chr6_47897767	intergenic
chr6	chr6_47930048	intergenic
chr6	chr6_47935243	intergenic
chr6	chr6_47941091	intergenic
chr6	chr6_47953529	intergenic
chr6	chr6_47955836	intergenic
chr6	chr6_47968214	intergenic
chr6	chr6_47976675	intergenic
chr6	chr6_47981392	intergenic
chr6	chr6_47991823	intergenic
chr6	chr6_47992469	intergenic
chr6	chr6_47993883	intergenic
chr6	chr6_47997606	intergenic
chr6	chr6_47998096	intergenic
chr6	chr6_48001927	intergenic
chr6	chr6_48005285	intergenic
chr6	chr6_48007685	intergenic
chr6	chr6_48010223	intergenic
chr6	chr6_48011538	intergenic
chr6	chr6_48014097	intergenic
chr6	chr6_48029021	intergenic
chr6	chr6_48031046	intergenic
chr6	PTCHD4	NA
chr6	chr6_48036946	intergenic
chr6	chr6_48045354	intergenic
chr6	chr6_48050933	intergenic
chr6	chr6_48052983	intergenic
chr6	chr6_48056460	intergenic
chr6	chr6_48061563	intergenic
chr6	chr6_48086994	intergenic
chr6	chr6_48093027	intergenic
chr6	chr6_48158723	intergenic
chr6	chr6_49290964	intergenic
chr6	chr6_49294821	intergenic
chr6	chr6_49298439	intergenic
chr6	chr6_49300549	intergenic
chr6	chr6_49302711	intergenic
chr6	chr6_49303775	intergenic
chr6	chr6_49306832	intergenic
chr6	chr6_49308914	intergenic
chr6	RNU7-65P	NA
chr6	chr6_49312610	intergenic
chr6	chr6_49313268	intergenic
chr6	chr6_49313830	intergenic
chr6	chr6_49318525	intergenic
chr6	chr6_49318640	intergenic
chr6	chr6_49319065	intergenic
chr6	chr6_49322410	intergenic
chr6	chr6_49325913	intergenic
chr6	chr6_49329702	intergenic
chr6	chr6_49329818	intergenic
chr6	chr6_49344266	intergenic
chr6	chr6_49360888	intergenic
chr6	chr6_49363206	intergenic
chr6	chr6_49379219	intergenic
chr6	chr6_49381136	intergenic
chr6	chr6_49390715	intergenic
chr6	chr6_49394907	intergenic
chr6	chr6_49397049	intergenic
chr6	chr6_49399323	intergenic
chr6	chr6_49402950	intergenic
chr6	chr6_49408857	intergenic
chr6	chr6_49418358	intergenic
chr6	chr6_49419332	intergenic
chr6	chr6_49419546	intergenic
chr6	chr6_49421994	intergenic
chr6	chr6_49425519	intergenic
chr6	chr6_49428683	intergenic
chr6	chr6_49430034	intergenic
chr6	MUT	stable
chr6	chr6_49433150	intergenic
chr6	chr6_49439688	intergenic
chr6	chr6_49442934	intergenic
chr6	chr6_49446784	intergenic
chr6	chr6_49457795	intergenic
chr6	GLYATL3	stable
chr6	chr6_49486284	intergenic
chr6	chr6_49491444	intergenic
chr6	chr6_49499527	intergenic
chr6	chr6_49500115	intergenic
chr6	chr6_49518291	intergenic
chr6	chr6_49524124	intergenic
chr6	chr6_49525197	intergenic
chr6	chr6_49535303	intergenic
chr6	chr6_49541524	intergenic
chr6	chr6_49547918	intergenic
chr6	chr6_49553981	intergenic
chr6	chr6_49557872	intergenic
chr6	chr6_49572633	intergenic
chr6	chr6_49573233	intergenic
chr6	chr6_49573642	intergenic
chr6	chr6_49573794	intergenic
chr6	chr6_49574506	intergenic
chr6	chr6_49602375	intergenic
chr6	chr6_49602932	intergenic
chr6	RHAG	NA
chr6	chr6_49607004	intergenic
chr6	chr6_49614872	intergenic
chr6	chr6_49615778	intergenic
chr6	chr6_49627580	intergenic
chr6	chr6_49627620	intergenic
chr6	chr6_49640898	intergenic
chr6	chr6_49645467	intergenic
chr6	chr6_49658531	intergenic
chr6	chr6_49659500	intergenic
chr6	chr6_49660082	intergenic
chr6	chr6_49666020	intergenic
chr6	chr6_49666531	intergenic
chr6	chr6_49668759	intergenic
chr6	chr6_49670503	intergenic
chr6	chr6_49672031	intergenic
chr6	chr6_49675049	intergenic
chr6	CRISP2	NA
chr6	chr6_49684411	intergenic
chr6	chr6_49686039	intergenic
chr6	chr6_49695048	intergenic
chr6	chr6_49697256	intergenic
